SSP2,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
TUV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UGA,27561634,32621057,38011130,44027411,50435325,56962905,63257523,69208714,74855719,79915157,84479873,88397151,91794770,94155950,95546950,96013269
UKR,24065126,24218162,24070415,23367815,22160419,20676908,19259488,18466601,18167959,17914152,17252740,16393941,15820414,15310523,14967869,14550826
ARE,8118873,8524294,8748277,8715662,8386693,7726406,6952908,6400853,6216457,6238063,6145184,5924392,5679537,5449983,5211373,4972807
GBR,42897347,42927455,42629684,42229998,42174949,41842680,41534214,41357787,41517781,41715336,41327923,40636695,40162350,40075236,39899735,39547685
TZA,38097977,44752615,52337014,60395243,68646640,76982884,85500757,94087637,102255492,109403764,115596984,120835520,124664514,127489445,129076053,129330401
USA,220014890,220053028,221034468,221079496,221994953,222166085,222090828,221857936,222418977,221379206,218874012,216805120,215162966,214592633,213048468,210275613
VIR,58698,57026,55506,54404,53578,52825,52639,52444,52633,52541,51632,50143,48757,47622,46557,45409
URY,2238644,2245972,2233481,2176482,2102802,2038924,1954723,1851825,1740366,1635051,1530104,1422646,1329917,1265938,1200403,1133866
UZB,23182263,24658275,26486268,28361942,29722489,30665928,31281492,31847305,32656248,33444451,33701679,33473626,32805171,31893406,31119976,30311272
VUT,199221,229174,259214,287433,313535,337507,358499,377258,395284,409678,417595,418474,415746,410917,404771,396896
VEN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VNM,67985193,69608608,71130496,71157288,70089768,68117598,65744460,63095296,61471381,59774951,57756388,55151483,52309186,49914647,47827935,46075372
WLF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESH,417082,450784,480392,502274,515720,519269,523024,532313,542924,548756,545690,534640,520025,504935,489074,471613
YEM,21123323,24379894,27708508,30832741,33683538,36127363,38159341,39811794,41262940,42376842,43050235,43236924,42949863,42344721,41550561,40659145
ZMB,12072401,14184377,16364090,18516054,20624839,22676125,24638086,26473365,28095430,29432419,30426192,31073345,31425942,31495619,31256577,30812078
ZWE,9721443,11129065,12448623,13604521,14595399,15395667,16143664,16801296,17231652,17426616,17474107,17260172,16958389,16644217,16315421,15959886
