Rural Population Share - SSP Database,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
PAK,0.588718065,0.549086131,0.509454196,0.469822261,0.446057246,0.422292231,0.401265549,0.380238866,0.361796122,0.343353377,0.327243709,0.31113404,0.297075326,0.283016612,0.27073261,0.258448607
PLW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAN,0.274857446,0.233854892,0.192852338,0.151849784,0.141277317,0.130704849,0.1220336,0.11336235,0.106167259,0.098972168,0.092938909,0.08690565,0.081798867,0.076692084,0.072333202,0.067974319
PNG,0.834713511,0.802877023,0.771040534,0.739204045,0.712711117,0.686218188,0.659702455,0.633186721,0.607699278,0.582211835,0.558488267,0.534764698,0.513204092,0.491643485,0.472369746,0.453096006
PRY,0.34654388,0.314917759,0.283291639,0.251665518,0.237096961,0.222528403,0.210488887,0.19844937,0.188397393,0.178345416,0.169866863,0.161388309,0.154166892,0.146945475,0.140738523,0.13453157
PER,0.199132981,0.181235961,0.163338942,0.145441922,0.135200524,0.124959125,0.116225603,0.107492081,0.100034613,0.092577144,0.086199585,0.079822026,0.07435931,0.068896594,0.064210117,0.05952364
PHL,0.483005314,0.440090628,0.397175942,0.354261256,0.335917237,0.317573217,0.302190916,0.286808614,0.273852722,0.26089683,0.249916217,0.238935603,0.229562958,0.220190312,0.212131321,0.20407233
POL,0.363942321,0.328314642,0.292686962,0.257059283,0.242496483,0.227933683,0.215900752,0.203867821,0.193822496,0.18377717,0.17530476,0.16683235,0.159616199,0.152400048,0.146197277,0.139994505
PRT,0.317199623,0.297499245,0.277798868,0.25809849,0.24336067,0.228622849,0.216446569,0.204270289,0.194107383,0.183944477,0.175375149,0.16680582,0.159509259,0.152212697,0.145942736,0.139672775
PRI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
QAT,0.011640595,0.01563119,0.019621784,0.023612379,0.021554598,0.019496816,0.01779179,0.016086764,0.014675918,0.013265072,0.012098945,0.010932817,0.009969846,0.009006875,0.008212271,0.007417666
KOR,0.164098878,0.142337757,0.120576635,0.098815513,0.089714806,0.080614098,0.072895928,0.065177758,0.058734986,0.052292213,0.04698701,0.041681806,0.037363438,0.033045069,0.029563538,0.026082006
MDA,0.518811743,0.466113486,0.413415228,0.360716971,0.339958433,0.319199894,0.301577693,0.283955491,0.268981471,0.254007451,0.241237524,0.228467597,0.217521562,0.206575526,0.197137873,0.18770022
REU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ROU,0.416809146,0.375558293,0.334307439,0.293056585,0.281346256,0.269635927,0.260694829,0.25175373,0.244811125,0.237868519,0.232398533,0.226928546,0.222565069,0.218201591,0.21468423,0.211166869
RUS,0.231260871,0.210061742,0.188862612,0.167663483,0.155952154,0.144240825,0.134355958,0.12447109,0.116094542,0.107717994,0.100590755,0.093463515,0.087375312,0.081287108,0.076067086,0.070847064
RWA,0.785787193,0.745894386,0.706001578,0.666108771,0.638589003,0.611069235,0.583230238,0.55539124,0.528031153,0.500671066,0.474453891,0.448236715,0.423645663,0.39905461,0.376387207,0.353719804
BLM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SHN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KNA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WSM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SAU,0.144499316,0.131868633,0.119237949,0.106607265,0.097750885,0.088894505,0.081390124,0.073885742,0.067564787,0.061243831,0.055946352,0.050648873,0.046227795,0.041806717,0.038129983,0.034453248
SEN,0.490526116,0.462272232,0.434018348,0.405764464,0.384902871,0.364041278,0.346392586,0.328743893,0.313809783,0.298875673,0.286195223,0.273514772,0.262691562,0.251868351,0.242573702,0.233279052
SRB,0.401593635,0.367647271,0.333700906,0.299754541,0.286400509,0.273046476,0.262567278,0.252088079,0.243741108,0.235394137,0.228653703,0.221913268,0.216403168,0.210893067,0.20634004,0.201787013
SYC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLE,0.540183005,0.50959601,0.479009014,0.448422019,0.425454868,0.402487717,0.382205162,0.361922607,0.344138438,0.326354269,0.310809519,0.295264769,0.281682028,0.268099286,0.256212689,0.244326092
SGP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SXM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SVK,0.424769491,0.387138981,0.349508472,0.311877962,0.298888055,0.285898147,0.27579833,0.265698513,0.257730222,0.24976193,0.243391167,0.237020403,0.231866789,0.226713174,0.222501473,0.218289771
SVN,0.423658995,0.39849799,0.373336984,0.348175979,0.330771702,0.313367425,0.299053974,0.284740522,0.2728826,0.261024677,0.251116248,0.241207818,0.232854218,0.224500617,0.217396118,0.210291618
SLB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SOM,0.518831013,0.499072026,0.479313039,0.459554052,0.436469205,0.413384357,0.392875253,0.372366149,0.354292447,0.336218745,0.320355102,0.304491458,0.290583062,0.276674666,0.264469749,0.252264831
ZAF,0.307244531,0.288029062,0.268813592,0.249598123,0.235310157,0.221022191,0.20928846,0.197554729,0.187807186,0.178059642,0.169870816,0.16168199,0.154729628,0.147777266,0.141816743,0.135856219
SSD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESP,0.178651301,0.165402602,0.152153902,0.138905203,0.127926364,0.116947525,0.107517355,0.098087184,0.090044527,0.08200187,0.075183856,0.068365842,0.062615424,0.056865006,0.052035805,0.047206603
LKA,0.790599619,0.768329239,0.746058858,0.723788477,0.697516954,0.671245431,0.64436053,0.617475629,0.59088539,0.564295151,0.538751911,0.51320867,0.489244271,0.465279872,0.443202353,0.421124833
PSE,0.215197059,0.197584118,0.179971177,0.162358236,0.150820944,0.139283651,0.129458488,0.119633325,0.111257397,0.102881469,0.095730981,0.088580492,0.082466593,0.076352693,0.071116714,0.065880735
SDN,0.593778039,0.540086077,0.486394116,0.432702154,0.411928768,0.391155382,0.373467603,0.355779823,0.340741967,0.32570411,0.312893644,0.300083178,0.289125768,0.278168357,0.268747221,0.259326085
SUR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SWE,0.113874783,0.107519566,0.101164349,0.094809132,0.088325459,0.081841785,0.076421793,0.0710018,0.066432972,0.061864144,0.057984348,0.054104551,0.050788451,0.04747235,0.044621834,0.041771317
CHE,0.236979551,0.213109102,0.189238653,0.165368204,0.153538051,0.141707898,0.131630885,0.121553871,0.11296463,0.104375388,0.097046456,0.089717523,0.083455954,0.077194385,0.071837424,0.066480463
SYR,0.40995014,0.374650281,0.339350421,0.304050561,0.290701301,0.27735204,0.266854197,0.256356354,0.247981246,0.239606137,0.232835119,0.226064101,0.22052441,0.214984718,0.210404649,0.205824579
TJK,0.68483021,0.644720421,0.604610631,0.564500841,0.537809816,0.511118791,0.486678003,0.462237215,0.440273171,0.418309126,0.398809977,0.379310827,0.36212184,0.344932853,0.32982999,0.314727127
THA,0.486922359,0.488144719,0.489367078,0.490589437,0.4660963,0.441603162,0.419601927,0.397600691,0.378061687,0.358522683,0.341284938,0.324047193,0.308886816,0.293726438,0.280401156,0.267075874
TLS,0.647975509,0.609151018,0.570326527,0.531502036,0.503830053,0.476158069,0.451420697,0.426683324,0.404931148,0.383178972,0.364229426,0.34527988,0.328840241,0.312400601,0.298146866,0.28389313
TGO,0.526580498,0.481160996,0.435741494,0.390321992,0.370202058,0.350082124,0.333476966,0.316871807,0.303113162,0.289354516,0.277878846,0.266403176,0.256756758,0.24711034,0.238935315,0.23076029
TKL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TTO,0.531505004,0.595150009,0.658795013,0.722440017,0.695244006,0.668047994,0.640548024,0.613048053,0.586250669,0.559453284,0.534122666,0.508792048,0.485404171,0.462016293,0.44078807,0.419559847
TUN,0.286282994,0.268245988,0.250208981,0.232171975,0.21931438,0.206456784,0.194935172,0.18341356,0.173119378,0.162825195,0.153648299,0.144471403,0.13630442,0.128137437,0.120878479,0.113619521
TUR,0.234621955,0.23029391,0.225965865,0.22163782,0.209702464,0.197767107,0.186751837,0.175736566,0.165647667,0.155558767,0.146383737,0.137208707,0.12891933,0.120629952,0.113185614,0.105741276
TKM,0.443240337,0.411640674,0.38004101,0.348441347,0.330850157,0.313258967,0.298724936,0.284190905,0.272101829,0.260012753,0.249875423,0.239738092,0.23116442,0.222590747,0.215277964,0.207965181
TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UGA,0.745759099,0.741058198,0.736357297,0.731656396,0.705893314,0.680130231,0.654619722,0.629109213,0.60478672,0.580464226,0.557954174,0.535444121,0.515062336,0.49468055,0.476500911,0.458321271
UKR,0.282299909,0.260679818,0.239059726,0.217439635,0.205157427,0.192875218,0.18204276,0.171210302,0.161658375,0.152106447,0.143680699,0.13525495,0.127817233,0.120379515,0.113807686,0.107235857
ARE,0.120734421,0.111948842,0.103163263,0.094377684,0.086565139,0.078752594,0.07215947,0.065566345,0.060025782,0.054485219,0.049845525,0.045205831,0.041331853,0.037457875,0.034231059,0.031004243
GBR,0.150600243,0.140230487,0.12986073,0.119490973,0.111943651,0.104396329,0.098456816,0.092517303,0.087732568,0.082947833,0.079017516,0.075087199,0.071805228,0.068523257,0.065744008,0.062964759
TZA,0.626762043,0.605794086,0.584826128,0.563858171,0.537170218,0.510482265,0.486042132,0.461601999,0.439635595,0.417669191,0.398164908,0.378660624,0.361464356,0.344268087,0.329156505,0.314044922
USA,0.156131996,0.138903993,0.121675989,0.104447985,0.095581204,0.086714422,0.079214932,0.071715441,0.065416766,0.059118091,0.053859258,0.048600424,0.044231586,0.039862747,0.036248343,0.032633939
VIR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
URY,0.045826202,0.046802403,0.047778605,0.048754806,0.045424023,0.04209324,0.039200185,0.03630713,0.033798763,0.031290395,0.02911893,0.026947464,0.02507017,0.023192875,0.021571781,0.019950687
UZB,0.488857135,0.48187427,0.474891404,0.467908539,0.444100705,0.42029287,0.399107218,0.377921566,0.359241818,0.34056207,0.324170395,0.30777872,0.293418181,0.279057642,0.266469597,0.253881551
VUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VEN,0.092832674,0.068455349,0.044078023,0.019700697,0.016355844,0.013010991,0.010792007,0.008573023,0.007106595,0.005640167,0.004673533,0.003706899,0.003070785,0.00243467,0.002016524,0.001598377
VNM,0.598512381,0.570424762,0.542337142,0.514249523,0.486807805,0.459366086,0.434446551,0.409527015,0.387268538,0.365010061,0.345337974,0.325665886,0.308384809,0.291103732,0.275965024,0.260826315
WLF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YEM,0.588881281,0.556842561,0.524803842,0.492765122,0.467577314,0.442389506,0.420758693,0.39912788,0.380713046,0.362298211,0.346660193,0.331022175,0.317722912,0.304423649,0.293070231,0.281716813
ZMB,0.532604503,0.511499006,0.490393508,0.469288011,0.444926799,0.420565587,0.398933789,0.37730199,0.35827741,0.339252829,0.322603488,0.305954147,0.29140684,0.276859532,0.264140386,0.251421239
ZWE,0.620646356,0.563712712,0.506779067,0.449845423,0.426875356,0.403905288,0.383620976,0.363336663,0.345552255,0.327767847,0.312224193,0.296680538,0.283099841,0.269519144,0.25763513,0.245751116
