SSP1,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
UGA,27676169,32997800,38737755,44652558,50395232,55812369,60381058,64204067,67212441,69128594,70012210,69900569,68887254,67043957,64643391,61762872
UKR,24095074,24284787,24180431,23474773,22225491,20641904,19054775,18053540,17512470,16985765,16006127,14796124,13858208,13033424,12428591,11803626
ARE,8118752,8525405,8751708,8694623,8315199,7583554,6716183,6057075,5749762,5634456,5387653,5004962,4596043,4240532,3910691,3604809
GBR,42930005,42999264,42742441,42296966,42112458,41561442,40929338,40333036,39955769,39494283,38323479,36749959,35312301,34343275,33387134,32356691
TZA,38199730,45077095,52987512,60646517,67549491,73865743,79550358,84849179,89114679,91722234,92675727,92232898,89974462,87053830,83656567,79624275
USA,220157721,220395858,221618401,221452693,221677229,220635308,218798050,216411020,214327451,209974567,203415552,196697542,189907037,184599792,178840207,172394853
VIR,58738,57105,55613,54165,52698,51071,49815,48490,47452,45982,43556,40452,37397,34841,32579,30453
URY,2240016,2249718,2239940,2174304,2080943,1990130,1872415,1734735,1586662,1442490,1295548,1144065,1006403,908163,818807,736158
UZB,23199654,24705137,26572387,28295555,29331583,29786611,29711109,29475929,29369707,29169785,28361084,27023654,25174795,23204204,21514116,19936379
VUT,199343,229579,260037,285684,306169,322081,332470,339419,344478,344633,336582,320463,300180,280598,262291,244206
VEN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VNM,68019204,69705605,71318028,71078479,69409498,66574475,63073672,59217137,56314904,53210386,49628187,45347324,40734189,36875331,33612511,30905957
WLF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESH,417118,451159,481353,500450,507599,502075,494216,491196,488065,478538,458342,428706,394543,363543,335569,308702
YEM,21127633,24405177,27725438,30676131,33087876,34862726,35934238,36522550,36796940,36606896,35809965,34439747,32547219,30536682,28551813,26629511
ZMB,12117428,14327742,16637138,18705140,20509695,22129855,23470146,24589741,25380104,25743053,25587730,24986194,24018765,22954839,21788442,20523858
ZWE,9774408,11294073,12751259,13937194,14842793,15459008,15915430,16242850,16271793,15977257,15475767,14653361,13722542,12847724,12025838,11232135
