SSP5,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
URY,555465,610772,667250,731384,809339,873240,947554,1027076,1101442,1159596,1210970,1260067,1290820,1282198,1253772,1204550
UZB,2044616,2693484,3321837,4011496,4824100,5833123,7126480,8427919,9362213,10018736,10884599,11983505,13396409,14812625,15885944,16750464
VUT,13202,16274,20686,25989,32458,40846,51940,64579,76103,88520,105124,126170,148267,167065,182427,195302
VEN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VNM,10283598,12810331,15232519,18238204,21612278,25157189,28640029,32018427,34015723,35733522,37386747,39276698,41163526,42085122,42276278,41805299
WLF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESH,39481,51312,66212,85061,108626,140088,170712,194972,215003,236149,261643,291615,321384,342325,355151,360920
YEM,958117,1150389,1437363,1834538,2405746,3249572,4369118,5683741,6959608,8255798,9713987,11324033,13055181,14571149,15799820,16750406
ZMB,413464,565072,774526,1075060,1487267,2028988,2660773,3358853,4147439,5072434,6214140,7499891,8852802,9998000,10934234,11712290
ZWE,565084,606119,684086,855382,1138846,1592639,2001714,2380292,2857629,3429319,4001033,4704039,5383376,5939324,6374997,6716744
