Rural Population Share - SSP Database,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
PAK,0.563915315,0.499480631,0.435045946,0.370611261,0.33471867,0.298826078,0.268962904,0.239099729,0.214782809,0.190465889,0.170918756,0.151371622,0.135773004,0.120174386,0.107774713,0.095375039
PLW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAN,0.264881759,0.213903518,0.162925276,0.111947035,0.103012973,0.09407891,0.087613374,0.081147837,0.076265086,0.071382334,0.067571158,0.063759981,0.06070614,0.057652298,0.055152599,0.0526529
PNG,0.808308603,0.750067206,0.691825808,0.633584411,0.580964098,0.528343784,0.476665966,0.424988147,0.378337037,0.331685926,0.292292744,0.252899562,0.221232532,0.189565501,0.164975008,0.140384514
PRY,0.331626648,0.285083295,0.238539943,0.19199659,0.17020163,0.148406669,0.131096099,0.113785529,0.100246501,0.086707472,0.076238489,0.065769506,0.057742606,0.049715706,0.043599666,0.037483625
PER,0.187475421,0.157920842,0.128366263,0.098811684,0.090404024,0.081996363,0.075904746,0.069813128,0.065207609,0.06060209,0.057003697,0.053405304,0.050519454,0.047633603,0.045269663,0.042905722
PHL,0.463877084,0.401834169,0.339791253,0.277748337,0.248940693,0.220133049,0.196529509,0.172925969,0.153945449,0.134964929,0.119903867,0.104842804,0.093004163,0.081165521,0.071922166,0.062678811
POL,0.349228149,0.298886298,0.248544446,0.198202595,0.175443822,0.152685048,0.134418813,0.116152577,0.101819881,0.087487184,0.076438506,0.065389827,0.056988165,0.048586502,0.042263613,0.035940723
PRT,0.30234913,0.267798261,0.233247391,0.198696521,0.175014876,0.15133323,0.132310544,0.113287858,0.098462215,0.083636571,0.072358113,0.061079655,0.052659462,0.044239269,0.038042012,0.031844755
PRI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
QAT,0.011640595,0.01563119,0.019621784,0.023612379,0.021554598,0.019496816,0.01779179,0.016086764,0.014675918,0.013265072,0.012098945,0.010932817,0.009969846,0.009006875,0.008212271,0.007417666
KOR,0.164098878,0.142337757,0.120576635,0.098815513,0.089714806,0.080614098,0.072895928,0.065177758,0.058734986,0.052292213,0.04698701,0.041681806,0.037363438,0.033045069,0.029563538,0.026082006
MDA,0.495022363,0.418534725,0.342047088,0.26555945,0.236942146,0.208324841,0.185960868,0.163596894,0.146184141,0.128771388,0.11520334,0.101635291,0.091033594,0.080431897,0.072119045,0.063806193
REU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ROU,0.399405111,0.340750221,0.282095332,0.223440442,0.198477552,0.173514662,0.153169731,0.1328248,0.116666994,0.100509187,0.08793862,0.075368053,0.065744376,0.056120698,0.048843469,0.04156624
RUS,0.220875137,0.189290274,0.15770541,0.126120547,0.11641537,0.106710193,0.099601319,0.092492445,0.087078565,0.081664685,0.077413192,0.073161698,0.069739572,0.066317446,0.063506587,0.060695727
RWA,0.753499945,0.681319891,0.609139836,0.536959781,0.486770195,0.436580608,0.390808496,0.345036384,0.305880278,0.266724171,0.234786316,0.20284846,0.177664717,0.152480974,0.133082018,0.113683062
BLM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SHN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KNA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WSM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SAU,0.144499316,0.131868633,0.119237949,0.106607265,0.097750885,0.088894505,0.081390124,0.073885742,0.067564787,0.061243831,0.055946352,0.050648873,0.046227795,0.041806717,0.038129983,0.034453248
SEN,0.468883255,0.418986511,0.369089766,0.319193021,0.288328154,0.257463286,0.232389067,0.207314848,0.187145986,0.166977123,0.150817578,0.134658032,0.121717858,0.108777684,0.098402822,0.08802796
SRB,0.385548455,0.33555691,0.285565365,0.23557382,0.210600084,0.185626347,0.165172051,0.144717755,0.12829991,0.111882064,0.098908394,0.085934723,0.075804714,0.065674704,0.057836847,0.049998989
SYC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLE,0.519074532,0.467379064,0.415683595,0.363988127,0.331113462,0.298238796,0.270731702,0.243224607,0.220577117,0.197929626,0.179450242,0.160970857,0.145959565,0.130948272,0.118775119,0.106601965
SGP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SXM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SVK,0.404558168,0.346716337,0.288874505,0.231032673,0.204714968,0.178397262,0.157227079,0.136056896,0.119415596,0.102774295,0.089920729,0.077067163,0.067269565,0.057471967,0.050077126,0.042682284
SVN,0.405144868,0.361469736,0.317794603,0.274119471,0.245348723,0.216577974,0.192964109,0.169350244,0.150369703,0.131389161,0.116365686,0.101342211,0.08958408,0.077825949,0.068699105,0.05957226
SLB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SOM,0.498011993,0.457433985,0.416855978,0.37627797,0.343183223,0.310088475,0.282185378,0.25428228,0.231152903,0.208023525,0.189036416,0.170049307,0.154540139,0.139030971,0.126388936,0.1137469
ZAF,0.293414618,0.260369237,0.227323855,0.194278473,0.171949476,0.149620478,0.131700105,0.113779732,0.099720137,0.085660542,0.074824987,0.063989432,0.055752849,0.047516266,0.041320595,0.035124924
SSD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESP,0.166967519,0.142035038,0.117102557,0.092170076,0.083248225,0.074326374,0.067835754,0.061345133,0.056437536,0.051529939,0.047706451,0.043882963,0.0408324,0.037781836,0.035300647,0.032819458
LKA,0.76531758,0.717765159,0.670212739,0.622660318,0.57187373,0.521087142,0.470355658,0.419624173,0.372908337,0.3261925,0.286125361,0.246058221,0.213628431,0.18119864,0.15610107,0.1310035
PSE,0.204062181,0.175314362,0.146566543,0.117818724,0.108649739,0.099480753,0.092821938,0.086163122,0.081122672,0.076082222,0.072141708,0.068201194,0.065040286,0.061879377,0.059290147,0.056700916
SDN,0.566546085,0.48562217,0.404698254,0.323774339,0.291946751,0.260119162,0.234722203,0.209325244,0.189174814,0.169024383,0.153027136,0.137029889,0.124283119,0.111536349,0.101329432,0.091122514
SUR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SWE,0.113874783,0.107519566,0.101164349,0.094809132,0.088325459,0.081841785,0.076421793,0.0710018,0.066432972,0.061864144,0.057984348,0.054104551,0.050788451,0.04747235,0.044621834,0.041771317
CHE,0.226397686,0.191945372,0.157493058,0.123040744,0.11393729,0.104833836,0.098237929,0.091642022,0.086660351,0.08167868,0.077792872,0.073907063,0.070797268,0.067687473,0.065146299,0.062605124
SYR,0.390665031,0.336080062,0.281495092,0.226910123,0.201194097,0.175478071,0.154802688,0.134127305,0.117863402,0.101599499,0.089016116,0.076432732,0.066817529,0.057202326,0.049923219,0.042644111
TJK,0.656549219,0.588158439,0.519767658,0.451376877,0.407047873,0.362718869,0.324423344,0.286127819,0.254435669,0.222743518,0.197283906,0.171824293,0.151775217,0.13172614,0.116144624,0.100563108
THA,0.461205465,0.436710929,0.412216394,0.387721858,0.352344178,0.316966498,0.287723537,0.258480575,0.234676766,0.210872957,0.191620593,0.172368228,0.156815627,0.141263026,0.128678674,0.116094322
TLS,0.61930897,0.55181794,0.48432691,0.41683588,0.374606207,0.332376533,0.29741624,0.262455947,0.234346215,0.206236483,0.183993767,0.16175105,0.144289033,0.126827016,0.113162279,0.099497542
TGO,0.501268569,0.430537138,0.359805707,0.289074276,0.256821837,0.224569398,0.199028949,0.173488499,0.153562335,0.133636171,0.118216283,0.102796394,0.09091374,0.079031086,0.069892443,0.060753799
TKL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TTO,0.504352703,0.540845406,0.577338109,0.613830812,0.564015674,0.514200535,0.466977359,0.419754182,0.377990156,0.33622613,0.301076508,0.265926885,0.237297337,0.208667789,0.185820541,0.162973293
TUN,0.272869757,0.241419515,0.209969272,0.178519029,0.163056575,0.147594121,0.135162367,0.122730612,0.112658762,0.102586912,0.09436497,0.086143027,0.079383542,0.072624056,0.067031133,0.061438209
TUR,0.220073101,0.201196202,0.182319303,0.163442404,0.149256837,0.135071269,0.12373542,0.11239957,0.103250683,0.094101795,0.086649218,0.07919664,0.073074857,0.066953074,0.061887032,0.056820989
TKM,0.424667307,0.374494613,0.32432192,0.274149226,0.24537917,0.216609113,0.192995619,0.169382124,0.150401464,0.131420804,0.116396719,0.101372633,0.089613495,0.077854357,0.06872624,0.059598123
TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UGA,0.721087475,0.691714949,0.662342424,0.632969898,0.5815618,0.530153701,0.478825175,0.427496648,0.380344766,0.333192884,0.292834584,0.252476283,0.219812204,0.187148124,0.161800673,0.136453222
UKR,0.270548679,0.237177357,0.203806036,0.170434714,0.155907544,0.141380374,0.129723804,0.118067234,0.108625608,0.099183981,0.091467839,0.083751696,0.077394097,0.071036497,0.065759957,0.060483416
ARE,0.120734421,0.111948842,0.103163263,0.094377684,0.086565139,0.078752594,0.07215947,0.065566345,0.060025782,0.054485219,0.049845525,0.045205831,0.041331853,0.037457875,0.034231059,0.031004243
GBR,0.136293592,0.111617184,0.086940775,0.062264367,0.050384293,0.038504219,0.030871837,0.023239454,0.018523623,0.013807791,0.010966129,0.008124467,0.006438436,0.004752404,0.003761317,0.00277023
TZA,0.598582176,0.549434351,0.500286527,0.451138702,0.408811909,0.366485115,0.330421905,0.294358695,0.264634178,0.23490966,0.210890167,0.186870673,0.167672641,0.148474609,0.133214118,0.117953627
USA,0.156131996,0.138903993,0.121675989,0.104447985,0.095581204,0.086714422,0.079214932,0.071715441,0.065416766,0.059118091,0.053859258,0.048600424,0.044231586,0.039862747,0.036248343,0.032633939
VIR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
URY,0.045826202,0.046802403,0.047778605,0.048754806,0.045424023,0.04209324,0.039200185,0.03630713,0.033798763,0.031290395,0.02911893,0.026947464,0.02507017,0.023192875,0.021571781,0.019950687
UZB,0.463697425,0.43155485,0.399412275,0.3672697,0.331076787,0.294883874,0.264711354,0.234538834,0.209979177,0.185419519,0.165730399,0.146041278,0.130404729,0.114768179,0.102420721,0.090073262
VUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VEN,0.092832674,0.068455349,0.044078023,0.019700697,0.016355844,0.013010991,0.010792007,0.008573023,0.007106595,0.005640167,0.004673533,0.003706899,0.003070785,0.00243467,0.002016524,0.001598377
VNM,0.57033695,0.514073901,0.457810851,0.401547801,0.359782963,0.318018125,0.283150281,0.248282436,0.220147014,0.192011591,0.169803018,0.147594445,0.130305612,0.113016778,0.099673447,0.086330115
WLF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YEM,0.560852886,0.500785772,0.440718658,0.380651544,0.341186618,0.301721691,0.269619796,0.2375179,0.211982584,0.186447268,0.166362797,0.146278326,0.130556311,0.114834295,0.102542234,0.090250172
ZMB,0.505643775,0.45757755,0.409511325,0.3614451,0.325522922,0.289600743,0.260241514,0.230882285,0.207305988,0.183729691,0.164963034,0.146196376,0.131311531,0.116426686,0.104628801,0.092830915
ZWE,0.599474712,0.521369424,0.443264135,0.365158847,0.332566641,0.299974435,0.272777274,0.245580112,0.223210381,0.20084065,0.182576356,0.164312062,0.149443981,0.134575899,0.122477442,0.110378984
