SSP3,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UGA,27520156,32377851,37489447,43464907,50156007,57420811,65028870,72667627,80489124,88241592,96142274,103876587,111647008,118618769,124731076,129889135
UKR,24039854,24085575,23801753,23032082,21795486,20340114,19027325,18381163,18306325,18348644,18059100,17660609,17655702,17713416,17968065,18138805
ARE,8035445,8354133,8482830,8366377,7952074,7187701,6293699,5652771,5483457,5629421,5693459,5634203,5560742,5485491,5396011,5319451
GBR,42624358,42351756,41721878,41138043,41037336,40807483,40778101,40964169,41670242,42633884,43278805,43883473,44967489,46491850,47964444,49289222
TZA,37999526,44343718,51567004,59708756,68600746,78411432,89338468,100960434,112987045,124902048,136940362,148803231,159945271,170526455,179915472,187579177
USA,218448236,216714239,215789141,214768899,215458098,216329742,217952057,219766404,223209169,226250072,229526074,234810898,241810361,249923273,257075881,263089482
VIR,59098,57642,56194,55326,54972,54955,55858,56823,58391,59833,60495,60727,61429,62445,63572,64592
URY,2245769,2258830,2250698,2206134,2154382,2121538,2075482,2010408,1937759,1874933,1818395,1764805,1731069,1721445,1702964,1677212
UZB,23203336,24692417,26529671,28600243,30321421,31799120,33164373,34620546,36493959,38486037,40079123,41260746,42107793,42674993,43338839,43900916
VUT,199731,230228,260822,291835,323385,355882,388826,421538,455631,488602,518481,543912,567643,588793,608621,626888
VEN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VNM,67969007,69547127,70994347,71283697,70822133,69773413,68668463,67466457,67473063,67651084,67802861,67632338,67482372,67673133,68055809,68691282
WLF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESH,409718,435151,455751,470593,478780,479532,483494,494489,510372,525745,536894,544047,550832,557376,563815,569191
YEM,21167314,24472690,27837819,31248542,34588651,37769536,40698780,43400734,46066696,48618652,50973620,52983797,54604035,55857012,56899327,57831192
ZMB,11997552,13946721,15930484,17976030,20099330,22347537,24709731,27047234,29299871,31432477,33434456,35210232,36781608,38053386,38980053,39684438
ZWE,9756345,11139203,12426277,13616112,14711326,15709256,16739301,17699978,18462722,19047994,19527118,19774691,19937806,20068783,20170197,20222261
