SSP1,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
URY,556422,613024,670990,736869,817341,883177,960928,1047541,1133054,1203153,1266065,1326065,1364780,1358494,1330886,1279493
UZB,2047619,2704627,3344703,4049868,4884610,5926470,7272620,8642599,9634023,10320162,11224088,12376273,13880813,15404202,16551731,17468533
VUT,13214,16309,20760,26131,32707,41277,52706,65931,78229,91718,109879,132927,157203,177950,195077,209548
VEN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VNM,10287182,12820157,15249214,18264353,21650532,25212015,28715015,32125776,34149688,35902565,37593622,39529630,41466651,42423484,42637466,42169722
WLF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESH,38736,49455,62895,79823,100900,129009,154980,173181,185791,198404,214723,235370,256673,271636,280026,282883
YEM,958161,1150592,1438552,1838141,2415320,3273355,4419879,5779480,7112661,8486615,10046194,11773934,13635667,15278198,16630486,17696524
ZMB,411585,560655,767114,1064330,1473113,2010608,2637711,3333429,4125123,5060781,6220198,7527436,8905352,10074575,11032262,11830182
ZWE,567345,611101,693491,873892,1175388,1664697,2117578,2556294,3133674,3851887,4589076,5493448,6370719,7096618,7677668,8138159
